!time,solar.current,solar.total
2013-12-03 14:00:00,309.5,3960.0
2013-12-03 14:30:00,390.5,4150.0
2013-12-03 15:00:00,240.5,4280.0
2013-12-03 15:30:00,585.0,4515.0
2013-12-03 16:00:00,279.0,4700.0
2013-12-03 16:30:00,68.85000038146973,4765.0
2013-12-03 17:00:00,2.9800000190734863,4780.0
2013-12-04 07:00:00,3.0899999141693115,0.2800000011920929
2013-12-04 07:30:00,34.55000019073486,9.009999752044678
2013-12-04 08:00:00,288.0,87.70000076293945
2013-12-04 08:30:00,538.5,310.5
2013-12-04 09:00:00,822.0,665.0
2013-12-04 09:30:00,1080.0,1150.0
2013-12-04 10:00:00,1325.0,1770.0
2013-12-04 10:30:00,1530.0,2485.0
2013-12-04 11:00:00,1700.0,3315.0
2013-12-04 11:30:00,1790.0,4205.0
2013-12-04 12:00:00,1855.0,5110.0
2013-12-04 12:30:00,1870.0,6050.0
2013-12-04 13:00:00,1805.0,6865.0
2013-12-04 13:30:00,1785.0,7915.0
2013-12-04 14:00:00,1675.0,8750.0
2013-12-04 14:30:00,1410.0,9425.0
2013-12-04 15:00:00,1170.0,10140.0
2013-12-04 15:30:00,880.5,10600.0
2013-12-04 16:00:00,242.45000076293945,10850.0
2013-12-04 16:30:00,24.550000190734863,10900.0
2013-12-04 17:00:00,2.9200000762939453,11000.0
2013-12-05 07:00:00,1.600000023841858,0.029999999329447746
2013-12-05 07:30:00,19.640000343322754,5.534999907016754
2013-12-05 08:00:00,209.5,49.54999923706055
2013-12-05 08:30:00,515.5,259.0
2013-12-05 09:00:00,834.5,605.0
2013-12-05 09:30:00,1100.0,1085.5
2013-12-05 10:00:00,1340.0,1695.0
2013-12-05 10:30:00,1520.0,2405.0
2013-12-05 11:00:00,1680.0,3210.0
2013-12-05 11:30:00,1770.0,4075.0
2013-12-05 12:00:00,1785.0,4935.0
2013-12-05 12:30:00,1870.0,5935.0
2013-12-05 13:00:00,1855.0,6855.0
2013-12-05 13:30:00,1740.0,7765.0
2013-12-05 14:00:00,1690.0,8660.0
2013-12-05 14:30:00,1485.0,9430.0
2013-12-05 15:00:00,1160.0,10145.0
2013-12-05 15:30:00,879.5,10600.0
2013-12-05 16:00:00,258.0,10900.0
2013-12-05 16:30:00,20.019999504089355,10900.0
2013-12-05 17:00:00,1.4699999690055847,10900.0
2013-12-06 07:00:00,2.5299999713897705,0.1599999964237213
2013-12-06 07:30:00,58.39999866485596,13.180000066757202
2013-12-06 08:00:00,277.5,97.20000076293945
2013-12-06 08:30:00,523.5,311.0
2013-12-06 09:00:00,519.5,573.5
2013-12-06 09:30:00,1047.0,999.0
2013-12-06 10:00:00,1330.0,1600.0
2013-12-06 10:30:00,1530.0,2335.0
2013-12-06 11:00:00,1340.0,3120.0
2013-12-06 11:30:00,720.5,3640.0
2013-12-06 12:00:00,1034.5,4045.0
2013-12-06 12:30:00,1090.5,4505.0
2013-12-06 13:00:00,1165.0,5210.0
2013-12-06 13:30:00,860.0,5730.0
2013-12-06 14:00:00,605.5,6220.0
2013-12-06 14:30:00,748.0,6490.0
2013-12-06 15:00:00,310.5,6715.0
2013-12-06 15:30:00,149.0,6830.0
2013-12-06 16:00:00,59.75,6875.0
2013-12-06 16:30:00,9.305000305175781,6890.0
2013-12-06 17:00:00,3.0299999713897705,6890.0
2013-12-07 07:00:00,1.2899999618530273,0.03999999910593033
2013-12-07 07:30:00,37.64999961853027,10.569999694824219
2013-12-07 08:00:00,92.79999923706055,37.70000076293945
2013-12-07 08:30:00,473.0,190.0
2013-12-07 09:00:00,481.0,484.0
2013-12-07 09:30:00,678.5,694.5
2013-12-07 10:00:00,1205.0,1240.0
2013-12-07 10:30:00,1365.0,1905.0
2013-12-07 11:00:00,1195.0,2560.0
2013-12-07 11:30:00,1670.0,3200.0
2013-12-07 12:00:00,1290.0,3990.0
2013-12-07 12:30:00,1288.0,4560.0
2013-12-07 13:00:00,1940.0,5485.0
2013-12-07 13:30:00,1885.0,6425.0
2013-12-07 14:00:00,1745.0,7315.0
2013-12-07 14:30:00,1385.0,8010.0
2013-12-07 15:00:00,1215.0,8615.0
2013-12-07 15:30:00,881.5,9140.0
2013-12-07 16:00:00,81.75,9330.0
2013-12-07 16:30:00,16.06499981880188,9350.0
2013-12-07 17:00:00,1.2300000190734863,9350.0
2013-12-08 07:00:00,0.11999999731779099,0.0
2013-12-08 07:30:00,34.75,6.9599997997283936
2013-12-08 08:00:00,143.0,54.29999923706055
2013-12-08 08:30:00,471.5,227.5
2013-12-08 09:00:00,509.5,465.0
2013-12-08 09:30:00,744.5,836.5
2013-12-08 10:00:00,962.5,1275.0
2013-12-08 10:30:00,824.0,1765.0
2013-12-08 11:00:00,1560.0,2415.0
2013-12-08 11:30:00,1840.0,3290.0
2013-12-08 12:00:00,1890.0,4225.0
2013-12-08 12:30:00,1905.0,5170.0
2013-12-08 13:00:00,1875.0,6140.0
2013-12-08 13:30:00,1810.0,6985.0
2013-12-08 14:00:00,1700.0,7950.0
2013-12-08 14:30:00,1560.0,8610.0
2013-12-08 15:00:00,1160.0,9280.0
2013-12-08 15:30:00,870.0,9835.0
2013-12-08 16:00:00,264.6000003814697,10150.0
2013-12-08 16:30:00,20.339999675750732,10200.0
2013-12-08 17:00:00,2.240000009536743,10200.0
2013-12-09 07:00:00,0.12999999523162842,0.009999999776482582
2013-12-09 07:30:00,20.519999504089355,4.459999918937683
2013-12-09 08:00:00,250.0,55.59999942779541
2013-12-09 08:30:00,499.0,243.0
2013-12-09 09:00:00,850.5,585.0
2013-12-09 09:30:00,1105.0,1070.5
2013-12-09 10:00:00,1340.0,1680.0
2013-12-09 10:30:00,1535.0,2405.0
2013-12-09 11:00:00,1690.0,3220.0
2013-12-09 11:30:00,1795.0,4105.0
2013-12-09 12:00:00,1865.0,5030.0
2013-12-09 12:30:00,1825.0,5920.0
2013-12-09 13:00:00,1870.0,6920.0
2013-12-09 13:30:00,1815.0,7825.0
2013-12-09 14:00:00,1655.0,8695.0
2013-12-09 14:30:00,1545.0,9540.0
2013-12-09 15:00:00,1135.0,10150.0
2013-12-09 15:30:00,901.5,10700.0
2013-12-09 16:00:00,273.5,11000.0
2013-12-09 16:30:00,18.255000114440918,11000.0
2013-12-09 17:00:00,1.590000033378601,11000.0
2013-12-10 07:00:00,0.8899999856948853,0.029999999329447746
2013-12-10 07:30:00,26.699999809265137,6.06000018119812
2013-12-10 08:00:00,234.5,69.35000038146973
2013-12-10 08:30:00,511.0,273.0
2013-12-10 09:00:00,788.5,609.5
2013-12-10 09:30:00,1049.5,1083.5
2013-12-10 10:00:00,1280.0,1630.0
2013-12-10 10:30:00,1505.0,2400.0
2013-12-10 11:00:00,1660.0,3200.0
2013-12-10 11:30:00,1770.0,4065.0
2013-12-10 12:00:00,1840.0,4985.0
2013-12-10 12:30:00,1800.0,5795.0
2013-12-10 13:00:00,1845.0,6770.0
2013-12-10 13:30:00,1720.0,7645.0
2013-12-10 14:00:00,1565.0,8385.0
2013-12-10 14:30:00,1510.0,9245.0
2013-12-10 15:00:00,1125.0,9880.0
2013-12-10 15:30:00,834.0,10400.0
2013-12-10 16:00:00,285.0,10700.0
2013-12-10 16:30:00,31.049999713897705,10750.0
2013-12-10 17:00:00,1.1799999475479126,10800.0
2013-12-11 07:00:00,1.350000023841858,0.0
2013-12-11 07:30:00,21.90000057220459,4.530000030994415
2013-12-11 08:00:00,232.5,57.499999046325684
2013-12-11 08:30:00,468.5,235.5
2013-12-11 09:00:00,774.5,542.5
2013-12-11 09:30:00,1026.5,984.0
2013-12-11 10:00:00,1260.0,1560.0
2013-12-11 10:30:00,1455.0,2255.0
2013-12-11 11:00:00,1610.0,3025.0
2013-12-11 11:30:00,1715.0,3850.0
2013-12-11 12:00:00,1785.0,4765.0
2013-12-11 12:30:00,1800.0,5640.0
2013-12-11 13:00:00,1715.0,6530.0
2013-12-11 13:30:00,1720.0,7420.0
2013-12-11 14:00:00,1500.0,8190.0
2013-12-11 14:30:00,1425.0,9030.0
2013-12-11 15:00:00,1042.0,9615.0
2013-12-11 15:30:00,760.0,10025.0
2013-12-11 16:00:00,280.5,10350.0
2013-12-11 16:30:00,17.889999866485596,10400.0
2013-12-11 17:00:00,1.7999999523162842,10400.0
2013-12-12 07:00:00,0.2199999988079071,0.009999999776482582
2013-12-12 07:30:00,26.800000190734863,5.779999852180481
2013-12-12 08:00:00,221.0,65.64999771118164
2013-12-12 08:30:00,483.5,257.5
2013-12-12 09:00:00,764.0,580.0
2013-12-12 09:30:00,1016.0,1039.0
2013-12-12 10:00:00,1255.0,1620.0
2013-12-12 10:30:00,1460.0,2315.0
2013-12-12 11:00:00,1610.0,3080.0
2013-12-12 11:30:00,1610.0,3865.0
2013-12-12 12:00:00,1775.0,4740.0
2013-12-12 12:30:00,1730.0,5660.0
2013-12-12 13:00:00,1710.0,6485.0
2013-12-12 13:30:00,1705.0,7390.0
2013-12-12 14:00:00,1495.0,8165.0
2013-12-12 14:30:00,1395.0,8880.0
2013-12-12 15:00:00,1105.0,9545.0
2013-12-12 15:30:00,785.0,9995.0
2013-12-12 16:00:00,212.9000015258789,10350.0
2013-12-12 16:30:00,18.295000791549683,10400.0
2013-12-12 17:00:00,2.6600000858306885,10400.0
2013-12-13 07:30:00,24.02000069618225,4.014999985694885
2013-12-13 08:00:00,172.0,56.70000076293945
2013-12-13 08:30:00,230.0,178.5
2013-12-13 09:00:00,260.5,302.0
2013-12-13 09:30:00,270.0,430.0
2013-12-13 10:00:00,414.0,600.5
2013-12-13 10:30:00,792.0,928.0
2013-12-13 11:00:00,1575.0,1605.0
2013-12-13 11:30:00,1690.0,2425.0
2013-12-13 12:00:00,1755.0,3310.0
2013-12-13 12:30:00,1785.0,4170.0
2013-12-13 13:00:00,1665.0,5005.0
2013-12-13 13:30:00,1715.0,5975.0
2013-12-13 14:00:00,1545.0,6775.0
2013-12-13 14:30:00,1375.0,7525.0
2013-12-13 15:00:00,1080.0,8170.0
2013-12-13 15:30:00,770.5,8610.0
2013-12-13 16:00:00,297.5,8910.0
2013-12-13 16:30:00,29.399999618530273,8950.0
2013-12-14 12:00:00,1695.0,4555.0
2013-12-14 12:30:00,1770.0,5540.0
2013-12-14 13:00:00,1640.0,6440.0
2013-12-14 13:30:00,1685.0,7240.0
2013-12-14 14:00:00,1575.0,8035.0
2013-12-14 14:30:00,1335.0,8675.0
2013-12-14 15:00:00,1090.0,9370.0
2013-12-14 15:30:00,764.5,9815.0
2013-12-14 16:00:00,206.45000076293945,10050.0
2013-12-14 16:30:00,17.144999742507935,10200.0
2013-12-14 17:00:00,2.690000057220459,10200.0
2013-12-15 07:00:00,1.0099999904632568,0.0
2013-12-15 07:30:00,32.750000953674316,5.339999973773956
2013-12-15 08:00:00,214.5,55.39999866485596
2013-12-15 08:30:00,442.5,212.0
2013-12-15 09:00:00,745.5,505.0
2013-12-15 09:30:00,968.0,937.0
2013-12-15 10:00:00,1195.0,1485.0
2013-12-15 10:30:00,1380.0,2125.0
2013-12-15 11:00:00,1575.0,2895.0
2013-12-15 11:30:00,1580.0,3695.0
2013-12-15 12:00:00,1655.0,4535.0
2013-12-15 12:30:00,1720.0,5400.0
2013-12-15 13:00:00,1615.0,6200.0
2013-12-15 13:30:00,1625.0,7070.0
2013-12-15 14:00:00,1490.0,7905.0
2013-12-15 14:30:00,1150.0,8530.0
2013-12-15 15:00:00,960.5,9145.0
2013-12-15 15:30:00,709.5,9565.0
2013-12-15 16:00:00,279.0,9815.0
2013-12-15 16:30:00,49.45000076293945,9875.0
2013-12-15 17:00:00,12.099999904632568,9880.0
2013-12-16 07:30:00,31.59000015258789,5.785000205039978
2013-12-16 08:00:00,81.5999984741211,39.09999942779541
2013-12-16 08:30:00,306.5,162.0
2013-12-16 09:00:00,554.5,352.0
2013-12-16 09:30:00,937.5,768.0
2013-12-16 10:00:00,1305.0,1320.0
2013-12-16 10:30:00,1340.0,1985.0
2013-12-16 11:00:00,1199.5,2605.0
2013-12-16 11:30:00,1440.0,3255.0
2013-12-16 12:00:00,1635.0,4065.0
2013-12-16 12:30:00,1810.0,4960.0
2013-12-16 13:00:00,1620.0,5785.0
2013-12-16 13:30:00,1565.0,6525.0
2013-12-16 14:00:00,1580.0,7350.0
2013-12-16 14:30:00,1345.0,8045.0
2013-12-16 15:00:00,663.5,8560.0
2013-12-16 15:30:00,462.0,8860.0
2013-12-16 16:00:00,324.0,9075.0
2013-12-16 16:30:00,46.849998474121094,9185.0
2013-12-16 17:00:00,8.09500002861023,9200.0
2013-12-17 07:30:00,15.014999628067017,1.6350000277161598
2013-12-17 08:00:00,136.5999984741211,35.09999942779541
2013-12-17 08:30:00,315.0,156.5
2013-12-17 09:00:00,609.5,390.0
2013-12-17 09:30:00,746.0,735.0
2013-12-17 10:00:00,638.0,1095.0
2013-12-17 10:30:00,864.5,1465.0
2013-12-17 11:00:00,1345.0,2050.0
2013-12-17 11:30:00,1330.0,2755.0
2013-12-17 12:00:00,1395.0,3385.0
2013-12-17 12:30:00,1495.0,4170.0
2013-12-17 13:00:00,1045.0,4785.0
2013-12-17 13:30:00,1035.0,5320.0
2013-12-17 14:00:00,1065.5,5905.0
2013-12-17 14:30:00,869.5,6335.0
2013-12-17 15:00:00,458.0,6720.0
2013-12-17 15:30:00,513.5,7005.0
2013-12-17 16:00:00,242.5,7155.0
2013-12-17 16:30:00,44.64999961853027,7215.0
2013-12-17 17:00:00,1.1200000047683716,7220.0
2013-12-18 07:30:00,12.295000195503235,1.6349999951198697
2013-12-18 08:00:00,56.54999923706055,19.850000381469727
2013-12-18 08:30:00,148.5,76.20000076293945
2013-12-18 09:00:00,511.5,226.5
2013-12-18 09:30:00,708.5,558.0
2013-12-18 10:00:00,1140.0,1045.0
2013-12-18 10:30:00,1240.0,1640.0
2013-12-18 11:00:00,1430.0,2330.0
2013-12-18 11:30:00,1625.0,3115.0
2013-12-18 12:00:00,1645.0,3830.0
2013-12-18 12:30:00,1575.0,4545.0
2013-12-18 13:00:00,1334.5,5430.0
2013-12-18 13:30:00,854.5,5770.0
2013-12-18 14:00:00,411.5,6200.0
2013-12-18 14:30:00,723.0,6525.0
2013-12-18 15:00:00,302.5,6710.0
2013-12-18 15:30:00,211.5,6860.0
2013-12-18 16:00:00,121.75,6955.0
2013-12-18 16:30:00,31.59999990463257,6995.0
2013-12-18 17:00:00,4.855000138282776,7000.0
2013-12-19 07:30:00,13.09500002861023,1.4050000458955765
2013-12-19 08:00:00,128.5,29.899999618530273
2013-12-19 08:30:00,399.5,168.0
2013-12-19 09:00:00,413.5,400.5
2013-12-19 09:30:00,379.0,578.5
2013-12-19 10:00:00,1165.0,1006.0
2013-12-19 10:30:00,1360.0,1645.0
2013-12-19 11:00:00,1525.0,2375.0
2013-12-19 11:30:00,1705.0,3265.0
2013-12-19 12:00:00,1755.0,4050.0
2013-12-19 12:30:00,1685.0,4915.0
2013-12-19 13:00:00,1690.0,5800.0
2013-12-19 13:30:00,1655.0,6615.0
2013-12-19 14:00:00,1455.0,7405.0
2013-12-19 14:30:00,1315.0,8135.0
2013-12-19 15:00:00,1074.5,8735.0
2013-12-19 15:30:00,765.5,9200.0
2013-12-19 16:00:00,326.5,9475.0
2013-12-19 16:30:00,26.600000381469727,9525.0
2013-12-19 17:00:00,2.4700000286102295,9530.0
2013-12-20 07:30:00,16.204999685287476,2.954999953508377
2013-12-20 08:00:00,174.0,47.35000038146973
2013-12-20 08:30:00,405.0,203.5
2013-12-20 09:00:00,677.5,485.5
2013-12-20 09:30:00,961.5,908.5
2013-12-20 10:00:00,1220.0,1475.0
2013-12-20 10:30:00,1420.0,2140.0
2013-12-20 11:00:00,1545.0,2870.0
2013-12-20 11:30:00,1715.0,3750.0
2013-12-20 12:00:00,1775.0,4555.0
2013-12-20 12:30:00,1765.0,5480.0
2013-12-20 13:00:00,1820.0,6310.0
2013-12-20 13:30:00,1770.0,7185.0
2013-12-20 14:00:00,1635.0,8045.0
2013-12-20 14:30:00,1595.0,8900.0
2013-12-20 15:00:00,1106.0,9465.0
2013-12-20 15:30:00,849.0,9970.0
2013-12-20 16:00:00,314.5,10350.0
2013-12-20 16:30:00,23.84999942779541,10400.0
2013-12-20 17:00:00,0.6899999976158142,10400.0
2013-12-21 07:30:00,18.110000371932983,2.0299999713897705
2013-12-21 08:00:00,125.20000076293945,29.40000009536743
2013-12-21 08:30:00,353.0,146.0
2013-12-21 09:00:00,619.0,398.5
2013-12-21 09:30:00,897.0,791.5
2013-12-21 10:00:00,1150.0,1320.0
2013-12-21 10:30:00,1355.0,1960.0
2013-12-21 11:00:00,1515.0,2670.0
2013-12-21 11:30:00,1580.0,3460.0
2013-12-21 12:00:00,1725.0,4330.0
2013-12-21 12:30:00,1695.0,5155.0
2013-12-21 13:00:00,1750.0,6100.0
2013-12-21 13:30:00,1640.0,6920.0
2013-12-21 14:00:00,1500.0,7695.0
2013-12-21 14:30:00,1460.0,8550.0
2013-12-21 15:00:00,1085.0,9155.0
2013-12-21 15:30:00,833.5,9655.0
2013-12-21 16:00:00,347.0,9975.0
2013-12-21 16:30:00,22.100000381469727,10000.0
2013-12-21 17:00:00,2.359999895095825,10000.0
2013-12-22 07:30:00,16.994999885559082,3.089999943971634
2013-12-22 08:00:00,126.29999923706055,37.19999980926514
2013-12-22 08:30:00,385.0,173.5
2013-12-22 09:00:00,662.0,451.0
2013-12-22 09:30:00,919.5,858.5
2013-12-22 10:00:00,1155.0,1390.0
2013-12-22 10:30:00,1350.0,2030.0
2013-12-22 11:00:00,1515.0,2730.0
2013-12-22 11:30:00,1525.0,3420.0
2013-12-22 12:00:00,1695.0,4260.0
2013-12-22 12:30:00,1670.0,5075.0
2013-12-22 13:00:00,1660.0,5950.0
2013-12-22 13:30:00,1660.0,6815.0
2013-12-22 14:00:00,1450.0,7570.0
2013-12-22 14:30:00,1400.0,8390.0
2013-12-22 15:00:00,1002.5,8990.0
2013-12-22 15:30:00,802.5,9430.0
2013-12-22 16:00:00,338.5,9810.0
2013-12-22 16:30:00,27.949999809265137,9870.0
2013-12-22 17:00:00,1.2100000381469727,9880.0
2013-12-23 07:30:00,18.630000114440918,2.8549999594688416
2013-12-23 08:00:00,136.5,34.5
2013-12-23 08:30:00,370.5,165.5
2013-12-23 09:00:00,622.0,423.5
2013-12-23 09:30:00,887.5,813.5
2013-12-23 10:00:00,1135.0,1325.0
2013-12-23 10:30:00,1305.0,1950.0
2013-12-23 11:00:00,1510.0,2690.0
2013-12-23 11:30:00,1520.0,3430.0
2013-12-23 12:00:00,1685.0,4335.0
2013-12-23 12:30:00,1665.0,5150.0
2013-12-23 13:00:00,1590.0,5960.0
2013-12-23 13:30:00,1640.0,6880.0
2013-12-23 14:00:00,1430.0,7620.0
2013-12-23 14:30:00,1305.0,8350.0
2013-12-23 15:00:00,1061.5,8995.0
2013-12-23 15:30:00,750.0,9420.0
2013-12-23 16:00:00,336.0,9735.0
2013-12-23 16:30:00,25.40000057220459,9785.0
2013-12-23 17:00:00,4.6600000858306885,9790.0
2013-12-24 07:30:00,15.739999651908875,2.635000005364418
2013-12-24 08:00:00,125.8499984741211,36.54999923706055
2013-12-24 08:30:00,383.5,172.0
2013-12-24 09:00:00,654.0,446.0
2013-12-24 09:30:00,881.0,841.0
2013-12-24 10:00:00,1145.0,1365.0
2013-12-24 10:30:00,1340.0,1990.0
2013-12-24 11:00:00,1505.0,2715.0
2013-12-24 11:30:00,1565.0,3405.0
2013-12-24 12:00:00,1640.0,4180.0
2013-12-24 12:30:00,1735.0,5065.0
2013-12-24 13:00:00,1630.0,5885.0
2013-12-24 13:30:00,1710.0,6830.0
2013-12-24 14:00:00,1550.0,7630.0
2013-12-24 14:30:00,1425.0,8405.0
2013-12-24 15:00:00,1115.0,9115.0
2013-12-24 15:30:00,824.0,9585.0
2013-12-24 16:00:00,429.0,9930.0
2013-12-24 16:30:00,25.700000762939453,10000.0
2013-12-24 17:00:00,0.949999988079071,10000.0
2013-12-25 07:30:00,15.440000057220459,1.9600000157952309
2013-12-25 08:00:00,122.5,29.90000009536743
2013-12-25 08:30:00,382.5,164.0
2013-12-25 09:00:00,642.0,432.5
2013-12-25 09:30:00,912.0,834.5
2013-12-25 10:00:00,1120.0,1340.0
2013-12-25 10:30:00,1285.0,1945.0
2013-12-25 11:00:00,1440.0,2645.0
2013-12-25 11:30:00,1560.0,3400.0
2013-12-25 12:00:00,1630.0,4205.0
2013-12-25 12:30:00,1760.0,5090.0
2013-12-25 13:00:00,1640.0,6125.0
2013-12-25 13:30:00,1700.0,7070.0
2013-12-25 14:00:00,1560.0,7860.0
2013-12-25 14:30:00,1370.0,8580.0
2013-12-25 15:00:00,1150.0,9315.0
2013-12-25 15:30:00,833.0,9770.0
2013-12-25 16:00:00,378.5,10100.0
2013-12-25 16:30:00,24.949999809265137,10200.0
2013-12-25 17:00:00,2.75,10200.0
2013-12-26 07:30:00,17.40500044822693,3.000000089406967
2013-12-26 08:00:00,136.8499984741211,39.999999046325684
2013-12-26 08:30:00,392.5,180.0
2013-12-26 09:00:00,681.5,462.0
2013-12-26 09:30:00,938.0,880.5
2013-12-26 10:00:00,1155.0,1375.0
2013-12-26 10:30:00,1330.0,2045.0
2013-12-26 11:00:00,1520.0,2690.0
2013-12-26 11:30:00,1655.0,3550.0
2013-12-26 12:00:00,1610.0,4345.0
2013-12-26 12:30:00,1760.0,5215.0
2013-12-26 13:00:00,1640.0,6045.0
2013-12-26 13:30:00,1630.0,6920.0
2013-12-26 14:00:00,1590.0,7775.0
2013-12-26 14:30:00,1340.0,8490.0
2013-12-26 15:00:00,1115.0,9220.0
2013-12-26 15:30:00,847.0,9690.0
2013-12-26 16:00:00,392.0,9975.0
2013-12-26 16:30:00,29.799999237060547,10100.0
2013-12-26 17:00:00,4.0,10100.0
2013-12-27 07:30:00,17.415000200271606,2.3950000926852226
2013-12-27 08:00:00,147.8499984741211,38.54999923706055
2013-12-27 08:30:00,350.0,187.5
2013-12-27 09:00:00,602.0,422.0
2013-12-27 09:30:00,722.0,805.5
2013-12-27 10:00:00,836.5,1180.0
2013-12-27 10:30:00,882.5,1610.0
2013-12-27 11:00:00,1029.5,2050.0
2013-12-27 11:30:00,1070.5,2565.0
2013-12-27 12:00:00,1058.5,3040.0
2013-12-27 12:30:00,1344.5,3680.0
2013-12-27 13:00:00,1285.0,4270.0
2013-12-27 13:30:00,1034.5,4830.0
2013-12-27 14:00:00,568.5,5190.0
2013-12-27 14:30:00,389.5,5420.0
2013-12-27 15:00:00,269.5,5590.0
2013-12-27 15:30:00,166.5,5710.0
2013-12-27 16:00:00,121.0999984741211,5785.0
2013-12-27 16:30:00,25.624999523162842,5815.0
2013-12-27 17:00:00,1.4399999976158142,5820.0
2013-12-28 07:30:00,20.87999963760376,3.599999889731407
2013-12-28 08:00:00,148.04999923706055,44.45000171661377
2013-12-28 08:30:00,358.5,181.0
2013-12-28 09:00:00,647.5,444.5
2013-12-28 09:30:00,915.5,850.5
2013-12-28 10:00:00,1170.0,1390.0
2013-12-28 10:30:00,1390.0,2040.0
2013-12-28 11:00:00,1555.0,2720.0
2013-12-28 11:30:00,1665.0,3480.0
2013-12-28 12:00:00,1745.0,4315.0
2013-12-28 12:30:00,1735.0,5200.0
2013-12-28 13:00:00,1795.0,6110.0
2013-12-28 13:30:00,1620.0,6940.0
2013-12-28 14:00:00,1625.0,7870.0
2013-12-28 14:30:00,1440.0,8630.0
2013-12-28 15:00:00,1185.0,9340.0
2013-12-28 15:30:00,918.5,9860.0
2013-12-28 16:00:00,487.5,10250.0
2013-12-28 16:30:00,51.44999885559082,10300.0
2013-12-28 17:00:00,10.945000410079956,10300.0
2013-12-28 17:30:00,2.490000009536743,10300.0
2013-12-29 07:30:00,12.925000190734863,1.7599999457597733
2013-12-29 08:00:00,101.45000076293945,27.800000190734863
2013-12-29 08:30:00,344.5,129.5
2013-12-29 09:00:00,574.5,347.5
2013-12-29 09:30:00,885.5,758.5
2013-12-29 10:00:00,1170.0,1280.0
2013-12-29 10:30:00,1380.0,1925.0
2013-12-29 11:00:00,1555.0,2590.0
2013-12-29 11:30:00,1675.0,3480.0
2013-12-29 12:00:00,1750.0,4265.0
2013-12-29 12:30:00,1785.0,5220.0
2013-12-29 13:00:00,1785.0,6055.0
2013-12-29 13:30:00,1620.0,6885.0
2013-12-29 14:00:00,1660.0,7750.0
2013-12-29 14:30:00,1520.0,8640.0
2013-12-29 15:00:00,1108.0,9235.0
2013-12-29 15:30:00,937.5,9875.0
2013-12-29 16:00:00,463.0,10250.0
2013-12-29 16:30:00,31.200000762939453,10300.0
2013-12-29 17:00:00,3.375,10300.0
2013-12-29 17:30:00,0.1899999976158142,10300.0
2013-12-30 07:30:00,17.770000457763672,2.444999933242798
2013-12-30 08:00:00,143.70000076293945,37.34999942779541
2013-12-30 08:30:00,332.5,149.5
2013-12-30 09:00:00,593.0,390.0
2013-12-30 09:30:00,914.5,714.0
2013-12-30 10:00:00,1170.0,1235.0
2013-12-30 10:30:00,1395.0,1875.0
2013-12-30 11:00:00,1540.0,2595.0
2013-12-30 11:30:00,1670.0,3410.0
